"kefir 3,2%", g
low-fat kefir, g
cashews,g
kiwano, g
kiwi fruit, kg
kiwi jelly, g
coho salmon, g
hot smoked coho salmon fillet, g
dogwood,g
sprat, g
kimchi,g
fresh coriander,clove
dried coriander,g
quinoa,g
ground quinoa, g
boiling water, g
kirsch, tbsp. l.
kissel,g
dry jelly,g
fermented milk drink Tan, ml
intestines, g
gluten,g
clementines, g
maple syrup,g
strawberries, g
strawberries in syrup, g
frozen strawberries, g
"strawberries mashed with sugar", g
dried strawberries, g
strawberry jam,g
strawberry jelly, packaging
strawberry puree,g
strawberry jam,g
strawberry jam thick, ml
strawberry compote, glass
strawberry liqueur, g
strawberry syrup, g
cranberries, g
dried cranberries, g
frozen cranberries, g
"cranberries, mashed with sugar", g
cranberry jam, g
cranberry jam, g
cranberry juice,tbsp. l.
cranberry syrup, g
cranberry sauce, g
goat liver,g
young goat meat, kg
coca-cola, tbsp. l.
coconut water, glass
coconut flour, tbsp.
coconut chips, g
coconut chips colored, g
coconut oil, ml
coconut milk, g
coconut cream,g
coconut liqueur, tbsp.
coconut extract, g
coconuts, g
stake, g
sausage, g
boiled sausage, g
boiled and smoked sausage, g
smoked sausage,g
blood sausage, g
semi-smoked sausage, g
raw smoked sausage, g
fresh pork sausage (salsiccia), pcs.
sausages, g
sausages for frying, g
homemade sausages, pcs.
hunting sausages, g
raw smoked sausages, pcs.
compote, g
hemp oil, tbsp.
hemp seeds, g
candies, to taste
M&M's candies, g
liquorice chewable candies, g
Ladybug candies, g
Truffle candies, g
jam,to taste
confiturka, packaging
cognac, g
smoked products, g
roots, to taste
coriander,g
coriander greens, g
ground coriander,g
coriander seeds, g
cinnamon,tbsp. l.
cinnamon,g
ground cinnamon,g
gherkins, g
pickled gherkins, g
smelt,g
hot smoked smelt,g
bones, g
brain bones, g
sugar bone,g
coffee beans, glass
green coffee, g
chocolate-covered coffee beans, g
coffee liqueur, g
Kahlua coffee liqueur, ml
coffee drink, ml
coffee syrup, g
coffee extract, ml
ground coffee, tbsp.
instant coffee, g
freshly brewed coffee, g
black coffee, g
espresso coffee, glass
crab meat, g
crab sticks, to taste
snow crab,to taste
crabs, g
nettle,g
food coloring gel, pcs.
food coloring, g
food coloring cherry, pinch
food coloring yellow, g
food coloring green,tbsp. l.
food coloring red, g
food coloring orange, g
food coloring purple, g
food coloring black, g
red currant,g
"red currant, mashed with sugar", tbsp. l.
rudd, pcs.
redcurrant jam, g
red wine sauce, g
starch,g
shrimp,g
frozen shrimp,g
king prawns, g
shrimps peeled, g
shrimps peeled in brine, g
salad shrimps, g
dried shrimp,g
tiger shrimps, g
cracker, g
salted cracker,g
custard cream, g
custard powder cream, g
fresh cream,g
watercress, g
blood,ml
rabbit, g
rabbit carcass, g
rabbit fillet, g
rabbit liver,g
croissants, to taste
small croutons, g
gooseberry,g
gooseberry jam, jar
corn,g
frozen corn, g
canned corn, g
corn fried kikos, g
corn groats, g
corn flour, g
corn oil, g
corn tortillas, pcs.
corn sticks, g
corn flakes, g
glazed corn flakes, g
corn chips, g
corn (golden) syrup, g
cornstarch, to taste
cumin,g
kumquats,handful
sesame seeds, g
sesame flour,g
sesame paste, g
sesame oil,g
sesame seeds,to taste
black sesame seeds,tsp.
kupaty, pcs.
dried apricots, to taste
chicken fat,g
chicken fat, g
chicken ham,g
chicken skin, g
chicken liver,g
chicken carpaccio, g
chicken fillet, g
chicken thighs, g
chicken drumsticks, g
smoked chicken drumsticks, pcs.
chicken breasts, g
boiled chicken breasts, g
smoked chicken breasts, g
chicken ventricles, pcs.
chicken bones, g
chicken wings, g
chicken legs, g
smoked chicken legs, g
chicken giblets, g
chicken hearts, g
chicken broth, g
chicken pate,g
chicken soup set, kg
ground chicken, g
chicken, g
boiled chicken, g
chicken for frying, kg
smoked chicken, g
chicken carcass, g
turmeric,g
partridges, g
couscous, g
pearl couscous, glass
carob, g
lavender,g
dried lavender,pinch
lavender dye,tsp.
pita bread,to taste
armenian lavash,g
round persian pita bread,g
thin pita bread, plast
fresh bay leaves, pcs.
bay leaf,g
lime, g
lime leaves, pcs.
lime zest,g
lime juice, g
langoustines, pcs.
noodles, g
noodles for lagman, packaging
shirataki noodles, g
egg noodles in nests, pcs.
lettuce,g
lungs, g
ice,g
lady fish carcass, pcs.
lemongrass (lemon sorghum), g
flax seeds, g
tortillas, g
Arab tortillas, pcs.
hazelnuts, g
lecho, g
leaver, g
liquor,g
Alchermes liqueur, g
Amaretto liqueur, g
Baileys liquor,g
Cointreau liqueur, g
cream liqueur, g
cream liqueur, g
lemonade,g
citric acid, g
lemon zest,g
lemongrass stalk, g
lemongrass berries, g
candied lemon crusts,g
candied lemon leaves, g
lemon juice, g
lemon vinegar,g
lemon extract, g
limoncello, g
лимоны,г
linguine, pcs.
chanterelles, g
dried chanterelles, g
lychee, pcs.
lychee compote, g
lobster,g
longan, g
long kong, pcs.
salmon milks, g
minced salmon,g
salmon, g
hot smoked salmon, g
smoked salmon, g
fresh salted salmon, g
fresh salmon, g
fresh salmon fillet, g
lightly salted salmon, g
salmon steaks, g
salmon fillet, g
salmon fillet on the skin, g
cold-smoked salmon, g
moose meat, kg
white onion,to taste
green onion, g
red onion,to taste
pickled onion, g
onion husk,g
onion powder, g
leek, handful
chives,to taste
onion,g
small onion,g
lettuce onion, pcs.
dried onion, g
shallots, g
red shallot,pcs.
flaxseed flour, g
flaxseed oil, tsp.
flaxseed,g
ground flaxseed, g
lyubistok, g
maasdam, g
madeira, g
mayonnaise, g
homemade mayonnaise, g
light mayonnaise, g
mayonnaise sauce "Sloboda" Lean, g
olive mayonnaise, g
Sloboda Light mayonnaise, g
mayonnaise "Sloboda" On quail eggs, g
Sloboda Olive mayonnaise, g
mayonnaise "Sloboda" Provencal, g
Sloboda mayonnaise With lemon juice, g
mayonnaise" Sloboda " Sour Cream, g
marjoram, g
fresh marjoram, to taste
dried marjoram,g
mac, g
pasta,g
small macaroni products, g
macaroni,g
butterfly macaroni (farfalle), g
butterfly macaroni (farfalle) mini, g
bavette pasta,g
pasta-bows, g
macaroni bucatini, g
gigli pasta,g
macaroni ditaloni,g
star-shaped macaroni,glass
orzo pasta,g
macaroni shells (conchiglie), g
conchiglie rigate pasta,g
macaroni shells large, g
risoni pasta,g
macaroni-horns (pipe rigate), g
spiral macaroni (fusilli), g
macaroni-ears (orecchiette), g
maccheroncini, g
ground poppy seeds, g
poppy seed mass, pack
raspberries, g
frozen raspberries, g
"raspberries mashed with sugar", glass
dried raspberries, g
raspberry jam, g
raspberry jelly, g
raspberry puree,g
raspberry jam,g
raspberry cream,g
raspberry syrup, tsp.
raspberry sauce, tsp.
raspberry vinegar, ml
raspberry tea, g
mango,to taste
mango syrup, ml
canned mango,g
chard,g
mangosteen, pcs.
tangerine puree,g
candied tangerines, g
tangerine juice, g
tangerines, to taste
tangerines in their own juice, g
semolina,g
passion fruit,g
margarine, g
cream margarine, g
marmalade, to taste
sandwich marmalade, g
marsala, glass
martini,g
red martini,g
marzipan, to taste
green marzipan,g
pink marzipan,g
marshmallows, g
marshmallow cream,g
mini marshmallow,g
mascarpone, g
olives, g
seedless olives, g
avocado oil, g
grape seed oil, g
walnut oil,tsp.
deep-frying oil, g
pine nut oil, g
buttermilk, g
mastic,g
gelatin mastic,g
chocolate mastic,g
match,g
mafaldine, g
matzah,g
matsoni, g
mash, g
honey, g
acacia honey, g
buckwheat honey, g
liquid honey, g
lavender honey, g
melissa, g
meringues, pcs.
mussels, g
mussels in shells, g
large black mussels in shells, g
mussels in shells small green,g
frozen mussels, pcs.
smoked mussels in oil, g
microgreens, handful
almonds, g
roasted almonds, g
ground almonds, g
almond mass, g
almond flour,g
almond paste, g
almond essence,g
almond oil, g
almond milk,g
almond cookies, g
almond praline,g
almond petals, g
almond liqueur, g
almond syrup, g
almond extract, drop
peeled almonds, g
chopped almonds, g
mini corn, pcs.
lamprey, g
pollock, g
pollock liver, g
pollock fillet, g
miso paste, g
miso soup, package
juniper berries, g
capelin, g
shellfish, g
milk, g
"milk 0.5%", g
"milk 1.5%", g
"milk 2,5%", g
"milk 3,2%", g
"milk 3,6%", g
milk 4%, g
milk 6%, g
goat's milk, g
concentrated milk, g
rice milk, ml
condensed milk, g
condensed boiled milk,tbsp. l.
condensed milk with cocoa,g
dry milk,g
skimmed milk powder, tbsp.
melted milk, g
milk mixture, g
dairy products, g
seafood,pcs.
carrot puree,g
carrots, g
boiled carrots, g
large carrots, g
young carrot,g
Korean carrot,g
grated carrots, pcs.
ice cream,to taste
vanilla ice cream,g
strawberry ice cream,g
lemon ice cream,to taste
raspberry ice cream,g
ice cream sundae, g
chocolate ice cream,ml
cloudberry, g
scallops,kg
sea cocktail, g
sea cocktail in oil, packaging
frozen sea cocktail, g
sea devil, g
marine language, g
sea tongue fillet, g
mortadella, g
mozzarella,g
mozzarella for baking, g
pizza mozzarella,g
mini mozzarella,g
mozzarella with herbs, g
large mozzarella ball, g
flour,g
flour of 1 class, g
flour grade 2, g
Aladushkin flour, g
coarse flour,g
tempura flour,g
sprouted wheat flour, tbsp.
manitoba flour, g
self-raising flour, g
flour with bran,tsp.
flour with seeds, g
baking flour, g
whole grain flour, g
white nutmeg,ml
nutmeg wine, g
nutmeg,g
ground nutmeg,g
muesli,g
soft cottage cheese, g
meat broth, g
minced meat, g
meat, g
wild boar meat, g
krill meat, g
bone-in meat, kg
mint,g
dried mint,g
mint syrup, g
mint schnapps,g
nardek, g
nectarines, pcs.
boneless leg of lamb, g
nori, g
nougat,g
nougat with nuts, g
chickpeas, g
nutella,g
canned chickpeas, g
chickpea flour, g
sea buckthorn, g
frozen sea buckthorn,g
sea buckthorn syrup, glass
vegetables, g
vegetable mixture, g
frozen vegetable mixture, g
frozen vegetable mix for wok, g
Chinese vegetable mix, g
vegetable broth, to taste
oat flour, g
oat milk, glass
oatmeal cookies, g
oatmeal, g
oat grains, g
oat bran,g
oat flakes, g
instant oat flakes, g
cucumber pickle, glass
cucumbers, g
canned cucumbers, pcs.
lightly salted cucumbers, pcs.
pickled cucumbers,jar
fresh cucumbers, g
salted cucumbers, g
dandelions, g
ham,g
boiled and smoked ham,g
perch, g
red perch fillet, g
sea bass, g
sea bass fillet, g
perch fillet, g
venison,g
olives, g
pitted olives, g
green olives, to taste
canned green olives, jar
kalamata olives, g
canned olives, g
"olives stuffed with anchovies", g
black olives, to taste
olive paste, g
olive oil, g
Extra Virgin olive oil, g
prickly pear fruit, g
honey agarics, to taste
frozen honey mushrooms, g
marinated honey agarics, g
oregano,g
fresh oregano,g
dried oregano,g
nuts, g
brazil nuts, g
macadamia nuts, g
pecans, g
pine nuts, g
nut crumb, glass
nut paste, pcs.
walnut oil, tbsp.
nut liqueur, ml
walnut sauce, tbsp.
sturgeon, g
cold-smoked sturgeon,g
octopus, g
canned octopus,g
mini octopus,g
bran,g
collar,g
pagr, g
fenugreek, g
fenugreek seeds, g
halibut, g
palm oil, g
pangasius, g
panettone, pcs.
Panifarin,g
pancetta, g
papaya,g
canned papaya in its own juice, g
fern,g
salty fern, packaging
pappardelle, g
paprika,g
smoked paprika, tbsp.
red paprika,tbsp. l.
ground red paprika, g
hot smoked paprika,g
sweet paprika,g
sweet smoked paprika,g
sweet paprika flakes, tsp.
parmesan cheese, g
pasta,g
vegemite paste, g
tahini paste, g
harissa paste, tbsp.
parsnip,g
pastille, g
grape pastille, g
patissons, g
molasses,g
starch molasses,g
black molasses,g
buttermilk,g
pate,g
baking powder, g
baking powder,tsp.
pecorino, g
pectin,g
pelengas, g
dumplings, g
penne, g
penne rigate, g
pepperoncino,tsp.
pepperoncino ground, pinch
transfer sheet for chocolate, pcs.
quail, carcass
pepper, g
white pepper, g
white pepper, to taste
ground white pepper, g
freshly ground white pepper,tsp.
bulgarian pepper, g
yellow bulgarian pepper, g
green bell pepper, g
red bell pepper, g
peppercorns, g
peppercorns mixture, g
allspice,pinch
allspice, g
ground allspice, g
hot Spanish pepper,pcs.
cayenne pepper, g
red cayenne pepper, g
ground cayenne pepper, pinch
red pepper,g
red pepper, g
hot red pepper,g
ground red pepper,g
hot red pepper,g
ground red hot pepper,to taste
red pepper flakes, pinch
lemon pepper, g
pickled pepper, g
hot pepper,g
hot green pepper,pcs.
ground hot pepper, pinch
padron pepper, g
pepperoni pepper, g
pepperoni red pepper,pcs.
pink peppercorns, g
freshly ground pepper mixture, g
senegalese pepper,to taste
sweet pepper, g
sweet yellow pepper, g
sweet green pepper, g
sweet red pepper,g
pickled red sweet pepper,pcs.
ground red sweet pepper, g
sweet orange pepper, g
dried sweet pepper, g
Sichuan pepper, g
jalapeno pepper, g
pickled jalapeno pepper,pcs.
black pepper, tbsp.
black pepper, to taste
ground black pepper, g
freshly ground black pepper, g
chili pepper, g
green chili pepper, pod
red chili pepper, pod
pickled chili pepper,to taste
ground chili pepper, g
dry chili pepper, tbsp.
chili pepper flakes, to taste
jamaican pepper, g
pearl barley, g
pearl flour,g
peaches, g
canned peaches, g
dried peaches,handful
peach puree,g
peach jam,g
peach marmalade, tbsp.
peach syrup, ml
peach juice, g
pepper paste, tsp.
parsley,g
parsley greens, g
italian parsley, bunch
parsley root, g
chopped parsley, g
dried parsley, g
liver, g
cookies, to taste
Oreo cookies, g
Amaretti cookies, g
biscuits, g
hardtack cookies, pcs.
cookies "Ladies ' fingers", g
shortbread cookies, g
crumbly cookies, g
Savoyardi cookies, g
sugar cookies, g
sweet cookies, g
dry cookies, g
chocolate chip cookies, g
Jubilee milk cookies, g
beer, g
ginger beer, ml
unfiltered beer, g
light beer, g
dark beer, can
haddock, pcs.
pitas, to taste
jam,g
sunflower oil, g
sunflower seeds,g
spelt, g
unripe spelt, g
polenta, to taste
instant polenta, glass
pomelo,g
tomatoes, g
brown tomatoes, g
dried tomatoes, to taste
sun-dried tomatoes in oil, g
yellow tomatoes, pcs.
green tomatoes, kg
canned tomatoes, g
canned tomatoes in their own juice, g
canned tomatoes in their own juice with basil, g
passata mashed tomatoes, g
salted tomatoes, pcs.
dried tomatoes flakes, g
cherry tomatoes, g
yellow cherry tomatoes, g
popcorn,g
piglet, kg
port wine, g
portobello, g
purslane, g
pastry topping,to taste
kidneys, g
seasoning 4 peppers, g
seasoning 5 spices (five spice),tsp.
seasoning for lamb, tbsp.
seasoning for potatoes, g
seasoning for chicken, g
pasta seasoning,to taste
seasoning for marinating pork,to taste
seasoning for seafood,to taste
seasoning for meat, g
seasoning for paella, to taste
pizza seasoning,tsp.
seasoning for pilaf, g
seasoning for poultry, tbsp.
seasoning for fish, g
salad dressing,to taste
zaatar seasoning,tsp.
creole seasoning,tbsp.
seasoning with dried mushrooms, tsp.
seasonings, g
provencal herbs, g
provolone,g
prosecco,ml
curdled milk, g
whey protein,g
prosciutto, g
gingerbread,g
gingerbread spices, g
spices, g
psyllium,g
ptitim, g
pudding,g
vanilla pudding, g
vanilla instant pudding, packaging
caramel pudding, g
wheat,g
wheat groats, g
wheat flour, g
whole wheat flour, g
wheat germ, glass
wheat bran,g
wheat sprouts, g
wheat flakes, g
millet flakes, tbsp.
millet,g
flower pollen, g
puree,to taste
radicchio, pcs.
baking powder,g
crayfish, pcs.
cervical cancer, g
cancer necks in brine, g
rambutan, g
rapany, g
rapeseed oil, to taste
brine,g
brine from capers, tbsp.
pickle from olives, tbsp.
vegetable oil, g
vegetable oil for frying, g
unrefined vegetable oil,glass
refined vegetable oil, g
vegetable milk, glass
rhubarb, g
regan, twig
radish,g
radish,g
white radish, pcs.
green radish, pcs.
black radish, pcs.
turnip,g
white turnip,pcs.
rye sourdough,g
thick rye sourdough,g
rye flour, g
rye bran,g
rigatoni, g
ricotta, g
hard ricotta, g
rice, g
arborio rice, g
basmati rice, g
brown rice, g
brown and wild rice mix, g
boiled rice, g
viola rice, g
devzira rice, g
wild rice, g
wild and golden rice mixture, g
long-grain rice, g
long-grain golden rice, g
rice for pilaf, g
rice for pudding, g
rice for risotto,g
sushi rice,g
jasmine rice, g
golden rice, g
indica rice, g
italian rice, g
carnaroli rice, g
red rice, g
round-grain rice, g
kuban rice,g
rice paper, g
rice noodles, g
rice flour, g
rice wine,tsp.
rice flakes, g
air rice balls, g
rice starch, tbsp.
rice vinegar,to taste
steamed rice, g
steamed rice and wild mix, g
japanese rice, g
rye, g
rosemary, pcs.
dried rosemary,to taste
rose water, g
dried rosebuds, g
rose petals, g
roses, g
roquefort, g
rum, bottle
dried chamomile, g
rum extract, tsp.
dark rum, g
roast beef, g
rukola,g
knuckle,to taste
fish, g
white fish, g
white fish fillet, g
canned fish, jar
smoked fish, g
smoked fish fillet, g
red fish, g
salted red fish, g
red fish fillet, g
swordfish, g
sea fish, g
sunfish fillet, pcs.
salt fish, carcass
fish fillet, g
canned fish,g
fish bones, g
"fish trimmings, heads, fins", to taste
fish broth, g
fish sauce, g
Nam Pla fish sauce, g
thai fish sauce, g
minced fish,g
mountain ash, g
hazel grouse, g
ryazhenka,g
ryazhenka 4%, g
saida, g
saithe fillet, g
saury,g
canned saury,jar
sake,tbsp.
herring,g
salad,g
iceberg lettuce,g
chinese salad,g
corn salad, bunch
head of lettuce, g
curly salad, g
lettuce,g
salad mix, g
romano salad, g
